read_count,title,update_time
12543,多股获机构看好，目标涨幅最大46.86%(2-13),02-14 08:00
178,中芯国际本周融资净偿还9328.9万元，居半导体板块第四,04-20 03:03
675,黄总找中芯代工是真是假,04-19 06:22
755,喷寒武纪连年亏损还炒那么高的闭嘴了？,04-20 10:25
411,寒武纪有问题，芯片行业持续亏钱，你会好到哪里去,04-19 02:31
927,黄仁勋来大陆和郑文锋协商研发高科技AI芯片，中芯国际代工，中芯国际应该会有较大的,04-19 07:50
783,-专利申请：4月19日消息，国家知识产权局信息显示，中芯国际集成电路制造（北京）,04-20 10:24
312,寒武纪今年一季报更是惊人，公司实现总营收11.11亿元，几乎相当于2024年全年,04-20 10:00
133,市场需要好的芯片……消费需要芯片,04-20 07:31
325,A中芯不会大涨也不会大跌，放心持有，长线看好,04-19 10:34
214,观棋不语,04-19 06:44
211,未来不可预测,04-19 03:44
183,百元票,04-19 03:40
1715,除非台积电的14nm以下芯片恢复对大陆市场的供应，中芯国际永远是不可替代的。由于,04-19 12:37
404,中芯国际泡沫尤其大上市之日创出95高点后便走上了去泡沫之路这一走就是5年这5年公,04-18 03:52
260,能不能涨10%让我减仓200股。,04-19 01:26
384,寒武纪一季报扭亏为盈营收火箭式增长了不起！这货可能微利或稍有下降中芯只是名号大些,04-19 10:15
281,这么多人说到阿寒你们去吧2800亿市值2.5亿利润你们去吧我坚守中芯和胜宏了。,04-19 12:09
278,一季度报基本可以确定老寒AI龙头地位了，看万亿市值没啥犹豫的了。,04-19 11:10
227,中芯国际：融资净偿还2472.12万元，融资余额72.81亿元（04-18）,04-19 07:42
543,过来寒武纪才是你们唯一的出路,04-18 11:57
522,有机会和英伟达合作吗,04-18 08:23
527,周一，寒王能带动你么,04-18 10:35
989,去上海了，自己想意味着什么,04-18 10:27
12545,梁跃军最新调仓曝光,04-16 12:54
7207,“百亿”天团壮大 创新引领半导体产业崛起,04-18 03:11
572,难道要给英伟达代工了？,04-18 02:58
392,寒王大利好兑现，涨幅太多怎么走不确定，真正大利好的是中芯是可以确定的,04-18 09:08
1622,H20中芯国际代工？,04-17 06:00
289,都是什么人在砸盘,04-18 03:39
351,流动性都去哪了？这是主力消极怠工？还是在憋大招？,04-18 02:47
317,醒一醒，你可是龙头啊，缩量这么严重,04-18 04:53
530,当前行情在85-107箱体内震荡，整体是看涨。目前股价打到箱体的中价线94.58,04-18 04:55
581,突发利好：英伟达（NVDA）表示，美国政府出于国家安全原因禁止其向中国销售H20,04-16 09:04
338,收盘92块钱，不信来看。,04-18 02:56
267,最后时刻给你打回原形,04-18 03:31
550,事后诸葛亮，清仓中芯买各种微做个短线也不错哈。奈何自己买那个能力啊,04-17 10:00
211,指数，不想九连阳，前面怕成交量不够，集体拉了一波，后来发现大盘又要红，成交量上去,04-18 03:13
211,昨天抖音刷到好几个都是吹他要帮黄老板代工的，天天吹,04-18 02:36
237,最后一分钟，一千股弄着玩玩的还真成交了,04-18 03:11
166,阿芯，加油,04-18 02:56
199,尾盘集合竞价砸一下，什么意思,04-18 03:02
213,美帝那边要豁免半导体预期还在，这政策风向一转，政策红利加持，国产替代加速，$半导,04-18 02:50
426,英伟达联合Deepseek在中国研制AI芯片并在中芯国际流片制程。知识产权本地化,04-18 09:14
179,国产替代自主可控势在必行，技术一有突破立马质变腾飞。,04-18 02:18
209,芯片是未来大有潜力的行业，目前，主力在吸筹，尾盘拉一下，盘中下跌走势，还没有到发,04-18 02:37
141,业绩才是硬道理,04-18 10:26
205,跌下来吧，不用在90块上面死死扛着，洗洗更健康，后面才好涨,04-15 11:32
765,台积电营收增长百分之四十，利润同比增长百分之六十！中芯国际不会差，等待爆发,04-17 08:30
911,英伟达要利用中芯国际现有产能生产H20,04-17 09:01
183,拉尾盘明天死趐,04-17 08:08
769,有没有一种可能是中芯国际代工英伟达H20，美国受限了，我们这边可以做啊，也就是黄,04-17 07:29
204,一群低智商开始引意做梦发财了,04-17 11:23
227,中芯国际代工英伟达是最好的解决方案,04-17 06:08
178,今天英伟达黄仁勋访华了,04-17 09:42
218,英伟达H20出口受限老黄此时来华目的就是协商破局之策。,04-17 09:17
190,明天是否可以下跌，让我买一点低价筹码呀,04-17 10:41
165,看看寒武纪，再看看你,04-14 10:53
203,77.8还会去,04-17 10:18
190,隔夜挂单不是押注，是用前半夜的清醒，锁定后半夜的潜在机遇。,04-17 10:17
27233,尾盘突发！多只高位股跌停,04-15 05:35
761,坚持每天尾盘护盘效果很好,04-17 05:47
128,完了,04-17 08:10
144,最好的解决方案，还是晚上8点的隔夜挂单了。,04-17 06:55
530,每天最后一秒拉,04-17 03:00
420,调查显示：散户越跌越买，也成A股稳定器,04-16 03:20
109,尿性,04-17 05:36
315,92红盘没卖，91.0卖出了，89.85买入，不后悔。破91是我的底线。,04-17 03:02
287,怪不得半导体都在跳水，俩龙头一直趴窝子。什么时候你跟华子领先涨什么时候半导体回来,04-17 02:46
136,明日期指交割变盘，仍然看涨,04-17 04:37
112,彻底完了,04-17 03:40
106,看看你寒爷,04-17 03:25
238,连续尾盘这么干，不会憋个大的坏吧？,04-17 03:02
144,每天尾盘中金护一下盘，主力每天就从头跑到尾,04-17 03:02
90,霉股一只,04-17 02:57
123,你是真弱，看看港股，你天天跌,04-17 02:33
180,大哥，你和华子都是半导体龙头哇，加油看好你们,04-17 11:35
2733,中芯国际大宗交易成交2.20万股 成交额202.40万元,04-16 08:16
27395,中芯国际：鑫芯香港3月28日减持1130万股公司港股 持股降至6.91%,03-31 07:27
422,天天国产替代，也就是画画饼，讲讲故事，能替代早就替代了，还需要说吗，中芯主要就是,04-16 09:18
335,美芯片股受许可证影响大跌，国产替代起飞,04-16 11:46
454,还有比4月7日的突发消息更有杀伤力的吗？,04-15 07:25
542,中芯已成为调整指数的工具，如果不是尾盘ETF硬拉，正常位置在89，如不护盘，有补,04-16 10:50
287,明天要大涨了,04-16 06:14
161,6月120,04-16 10:10
137,尾盘某队很用力，明天怎么办,04-16 09:06
117,隔夜挂单是什么样的,04-16 08:23
381,91.4卖了，默默地流下了眼泪,04-16 03:12
1158,科创板今日大宗交易成交7360.39万元,04-16 08:17
159,明天科技和金融该修复一下了吧,04-16 06:05
419,尾盘拉升，看来明天要大涨了,04-16 06:15
136,虽然3250-3320点的技术性缺口在实战层面表现平平，但其作为价格缓冲带的存在,04-16 07:38
205,年报行情要来了，最近陆续披露的业绩都不错啊，半导体ETF159813应该会有戏可,04-16 06:30
182,今天$半导体ETF(SZ159813)$逆势上涨，太惊喜了！我新低时上车，当时就,04-16 06:56
159,坚定不移地操控中芯国际之决心不动摇……！你们呀……芝麻西瓜，黄金黑铁……？,04-16 06:26
250,按照正常逻辑，上周一77下影线最低点，应该会破的，拭目以待，现在仅仅是反抽而已,04-16 03:11
138,有人操纵尾盘啊,04-16 06:00
40881,消息轮冒烟，耐住性子，紧紧抓住这三大半导体主升逻辑！,04-16 12:21
514,今天没人说港股了？昨天那一堆叫的呢,04-15 02:21
865,大宗交易：中芯国际成交202.4万元，成交价92.00元（04-16）,04-16 05:19
98,云飞扬,04-16 04:45
203,这尾盘拉的漂亮,04-16 03:06
40522,关税豁免？全球科技博弈正式进入“中国时间”,04-14 10:20
486,风浪越大，鱼越贵,04-16 04:21
138,今天账户就$半导体ETF(SZ159813)$这一个红的，鼓掌，还是挺抗跌的，业,04-16 04:08
137,今天账户就半导体ETF159813这一个红的，鼓掌，还是挺抗跌的，业绩复苏+周期,04-16 03:39
238,屏蔽满天飞的利空利多信息，按自己理解的节奏做，上午10点过后盘口有个底部结构，9,04-16 01:10
958,趋势为王！现在中芯趋势转强，适合做多！,04-11 01:00
122,目前4层仓，90以下分批吸，长期看好,04-15 09:22
500,第一，技术上这种图形就是开始上升趋势的信号（注意120小时均线）。第二，每次回调,04-13 12:37
378,两百倍市盈率，看大聪明怎么收尾。,04-15 06:05
446,国内最喜欢卷只要这个东西技术放开了，马上失去利润，半导体将来不知道会卷出什么新花,04-15 08:43
384,港股今天跌了十几个点吓人,04-15 02:23
201,中芯国际今年大概率亏损,04-15 09:04
171,类平准基金应该引领科技股上涨！打爆空头！至少营造一个牛市氛围！半死不活的，搞得大,04-15 05:05
562,中芯国际目前比全球其他任何一家芯片厂的发展更具有优势：（1）使用新的算法外国高级,04-15 05:40
272,5月9号一季度业绩发布，股价破100，立此为证，静待花开，现在波动均可忽略,04-15 08:51
114,等风起,04-15 08:49
103,天天阴跌。,04-15 08:48
291,大A的牛市还没启动，看7月份限制量化后能否开始慢牛吧，ETF只是在调仓时影响股价,04-15 08:39
115,8888888888888888888888888888888888888888,04-15 08:32
1112,公司投资者电话为什么没有人接呢？问题也不回答呢？,03-31 05:02
1285,38.41亿元资金今日流出电子股,04-15 05:32
16355,谁是公募基金调仓的“新宠”？,04-11 11:43
1453,4月15日科创板主力资金净流出18.03亿元,04-15 05:12
303,庄死扛在90.01，还不如放下突破一定有流量入,04-15 01:29
111,200市盈率的好票,04-15 05:02
176,要大跌了！,04-15 02:44
122,彻底完了,04-15 03:05
63,#复盘记录#,04-15 04:23
122,不到80不补仓，其实很快的。加油,04-15 04:17
142,中芯国际走出了跌停的感觉,04-15 01:21
132,天天大幅流出，有大利空,04-15 01:26
133,很多个股出现了托盘，揭示了后续将会出现暴跌的行情。科技股估计要暴跌30%,04-15 02:07
96,……,04-15 02:11
8418,51.80亿元主力资金今日撤离电子板块,04-14 05:09
206,中芯国际各种基金繁多，现在都是存量资金博弈，赎回压力大，减持和做空成首选，涨不上,04-14 04:44
161,垃圾到无以复加！！割肉走人，两天亏6.5万，加入黑名单，再也不买,04-14 12:45
359,按照美豁免清单，中芯国际对美出口的集成电路在里边吗？,04-13 08:30
236,科技竞争才刚刚开始,04-14 09:25
